# Test: 10 MILLONES
# Timestamp: 2025-11-30T07:57:08.058718700
# Datagramas procesados: 7,864,467
# Tiempo procesamiento: 12,379,914 ms
# Resultados válidos: 1048/1048
arc_id,velocity_m_s,velocity_km_h,sample_count,line_id,timestamp
ARC_432_515015_515015,10.7507,38.7025,1,432,2025-11-30T07:57:08.0640865
ARC_432_515020_515020,36.0031,129.6113,1,432,2025-11-30T07:57:08.0640865
ARC_9_519035_519035,20.0000,72.0000,1,9,2025-11-30T07:57:08.0640865
ARC_555_513257_513257,10.6532,38.3514,1,555,2025-11-30T07:57:08.0640865
ARC_257_501101_501101,6.9380,24.9769,1,257,2025-11-30T07:57:08.0640865
ARC_311_515062_515046,6.5438,23.5577,1,311,2025-11-30T07:57:08.0650954
ARC_216_513133_513133,8.0814,29.0930,1,216,2025-11-30T07:57:08.0650954
ARC_954_519289_519289,13.3105,47.9180,1,954,2025-11-30T07:57:08.0650954
ARC_783_514466_514044,5.9732,21.5034,1,783,2025-11-30T07:57:08.0650954
ARC_514_516217_516217,23.8052,85.6989,1,514,2025-11-30T07:57:08.0650954
ARC_812_501150_501150,3.8597,13.8951,1,812,2025-11-30T07:57:08.0650954
ARC_380_514067_514067,10.3836,37.3809,1,380,2025-11-30T07:57:08.0650954
ARC_821_513148_513148,13.1198,47.2314,1,821,2025-11-30T07:57:08.0650954
ARC_442_514053_514053,8.6298,31.0674,1,442,2025-11-30T07:57:08.0650954
ARC_335_500163_500163,4.0000,14.4000,1,335,2025-11-30T07:57:08.0650954
ARC_418_514055_514055,16.4376,59.1753,1,418,2025-11-30T07:57:08.0650954
ARC_420_517247_517165,7.2647,26.1529,1,420,2025-11-30T07:57:08.0650954
ARC_1011_519138_519138,27.7146,99.7724,1,1011,2025-11-30T07:57:08.0650954
ARC_11_511313_511313,10.5921,38.1314,1,11,2025-11-30T07:57:08.0650954
ARC_1082_513263_513263,29.6804,106.8494,1,1082,2025-11-30T07:57:08.0650954
ARC_217_514068_514068,3.3817,12.1741,1,217,2025-11-30T07:57:08.0650954
ARC_79_513214_513214,19.2797,69.4067,1,79,2025-11-30T07:57:08.0650954
ARC_11_516072_516072,9.2130,33.1669,1,11,2025-11-30T07:57:08.0650954
ARC_381_512037_512037,8.5194,30.6698,1,381,2025-11-30T07:57:08.0650954
ARC_904_514035_514035,2.7535,9.9126,1,904,2025-11-30T07:57:08.0650954
ARC_995_519041_519039,19.3880,69.7969,1,995,2025-11-30T07:57:08.0650954
ARC_821_513292_513292,22.8622,82.3041,1,821,2025-11-30T07:57:08.0650954
ARC_635_518009_518009,7.5900,27.3239,1,635,2025-11-30T07:57:08.0650954
ARC_514_516205_516205,32.0000,115.2000,1,514,2025-11-30T07:57:08.0650954
ARC_175_518165_518165,5.7853,20.8270,1,175,2025-11-30T07:57:08.0660945
ARC_1162_514055_514055,10.2865,37.0314,1,1162,2025-11-30T07:57:08.0660945
ARC_867_501951_501951,22.0000,79.2000,1,867,2025-11-30T07:57:08.0660945
ARC_991_519072_519072,3.3321,11.9956,1,991,2025-11-30T07:57:08.0660945
ARC_1048_518074_518074,9.7364,35.0511,1,1048,2025-11-30T07:57:08.0660945
ARC_1023_516089_516089,30.0000,108.0000,1,1023,2025-11-30T07:57:08.0660945
ARC_843_500158_501050,21.2274,76.4188,1,843,2025-11-30T07:57:08.0660945
ARC_374_501000_501000,26.0000,93.6000,1,374,2025-11-30T07:57:08.0660945
ARC_11_513267_513267,12.6320,45.4753,1,11,2025-11-30T07:57:08.0660945
ARC_854_516088_516088,6.1134,22.0083,1,854,2025-11-30T07:57:08.0660945
ARC_350_516194_516194,4.8016,17.2857,1,350,2025-11-30T07:57:08.0660945
ARC_555_514384_514373,14.2674,51.3627,1,555,2025-11-30T07:57:08.0660945
ARC_674_514096_514096,2.0000,7.2000,1,674,2025-11-30T07:57:08.0660945
ARC_325_514317_514317,8.9266,32.1358,1,325,2025-11-30T07:57:08.0660945
ARC_874_514246_514246,7.0865,25.5114,1,874,2025-11-30T07:57:08.0660945
ARC_847_519288_519288,15.0658,54.2369,1,847,2025-11-30T07:57:08.0660945
ARC_207_519165_519165,32.0000,115.2000,1,207,2025-11-30T07:57:08.0660945
ARC_558_514213_514213,5.9691,21.4888,1,558,2025-11-30T07:57:08.0660945
ARC_828_516006_516005,4.7088,16.9518,1,828,2025-11-30T07:57:08.0660945
ARC_303_515119_515119,26.0000,93.6000,1,303,2025-11-30T07:57:08.0660945
ARC_382_500158_501052,3.0683,11.0457,1,382,2025-11-30T07:57:08.0660945
ARC_443_519106_519106,12.9255,46.5317,1,443,2025-11-30T07:57:08.0660945
ARC_259_519043_519043,18.0000,64.8000,1,259,2025-11-30T07:57:08.0660945
ARC_507_516138_516138,38.1249,137.2498,1,507,2025-11-30T07:57:08.0660945
ARC_271_514200_514200,9.3731,33.7433,1,271,2025-11-30T07:57:08.0660945
ARC_863_512164_512163,10.6240,38.2464,1,863,2025-11-30T07:57:08.0660945
ARC_271_514209_514209,15.5947,56.1410,1,271,2025-11-30T07:57:08.0660945
ARC_968_501050_500158,22.5837,81.3012,1,968,2025-11-30T07:57:08.0660945
ARC_799_512124_512124,6.7914,24.4492,1,799,2025-11-30T07:57:08.0660945
ARC_802_511426_511426,15.0000,54.0000,1,802,2025-11-30T07:57:08.0660945
ARC_904_514538_514538,8.9687,32.2874,1,904,2025-11-30T07:57:08.0660945
ARC_568_501052_500159,20.5090,73.8324,1,568,2025-11-30T07:57:08.067094
ARC_669_511298_511298,10.0000,36.0000,1,669,2025-11-30T07:57:08.067094
ARC_35_501405_501405,6.4734,23.3043,1,35,2025-11-30T07:57:08.067094
ARC_498_516055_516055,11.0133,39.6478,1,498,2025-11-30T07:57:08.067094
ARC_754_512120_512120,31.0000,111.6000,1,754,2025-11-30T07:57:08.067094
ARC_867_515145_515145,27.0000,97.2000,1,867,2025-11-30T07:57:08.067094
ARC_289_514211_514211,12.0000,43.2000,1,289,2025-11-30T07:57:08.067094
ARC_353_519069_519080,4.2553,15.3189,1,353,2025-11-30T07:57:08.067094
ARC_768_518194_518046,21.7858,78.4290,1,768,2025-11-30T07:57:08.067094
ARC_3622_514186_514186,4.0553,14.5989,1,3622,2025-11-30T07:57:08.067094
ARC_642_514314_514314,6.2417,22.4701,1,642,2025-11-30T07:57:08.067094
ARC_821_513222_513222,3.3559,12.0812,1,821,2025-11-30T07:57:08.067094
ARC_37_500251_500251,15.4610,55.6597,1,37,2025-11-30T07:57:08.067094
ARC_171_513106_513106,7.5609,27.2192,1,171,2025-11-30T07:57:08.067094
ARC_837_518033_518033,11.0000,39.6000,1,837,2025-11-30T07:57:08.067094
ARC_714_514379_514379,29.0000,104.4000,1,714,2025-11-30T07:57:08.067094
ARC_3622_514055_514055,12.4418,44.7904,1,3622,2025-11-30T07:57:08.067094
ARC_560_514210_514210,8.4520,30.4273,1,560,2025-11-30T07:57:08.067094
ARC_1075_516018_516018,9.7805,35.2099,1,1075,2025-11-30T07:57:08.067094
ARC_244_500301_500301,16.4981,59.3933,1,244,2025-11-30T07:57:08.067094
ARC_709_514147_514147,7.8573,28.2863,1,709,2025-11-30T07:57:08.067094
ARC_517_514023_514024,8.3827,30.1777,1,517,2025-11-30T07:57:08.067094
ARC_948_501551_501551,11.9326,42.9573,1,948,2025-11-30T07:57:08.067094
ARC_1038_512018_512018,12.9833,46.7399,1,1038,2025-11-30T07:57:08.067094
ARC_927_519289_519289,5.5718,20.0585,1,927,2025-11-30T07:57:08.067094
ARC_597_513326_513326,35.0000,126.0000,1,597,2025-11-30T07:57:08.067094
ARC_660_513201_513201,30.0000,108.0000,1,660,2025-11-30T07:57:08.067094
ARC_821_518077_518077,27.0000,97.2000,1,821,2025-11-30T07:57:08.067094
ARC_151_519113_519113,37.0000,133.2000,1,151,2025-11-30T07:57:08.067094
ARC_272_501051_501051,10.3110,37.1196,1,272,2025-11-30T07:57:08.067094
ARC_720_512130_512130,31.9568,115.0445,1,720,2025-11-30T07:57:08.067094
ARC_471_513242_513242,6.4965,23.3875,1,471,2025-11-30T07:57:08.067094
ARC_418_514199_514199,8.1447,29.3208,1,418,2025-11-30T07:57:08.067094
ARC_1093_513253_513253,8.2388,29.6598,1,1093,2025-11-30T07:57:08.067094
ARC_942_517103_517103,15.2016,54.7257,1,942,2025-11-30T07:57:08.067094
ARC_1020_514128_514128,8.0000,28.8000,1,1020,2025-11-30T07:57:08.067094
ARC_1037_500601_500601,28.0000,100.8000,1,1037,2025-11-30T07:57:08.067094
ARC_38_514421_514421,9.0501,32.5802,1,38,2025-11-30T07:57:08.067094
ARC_800_514088_514090,1.8240,6.5665,1,800,2025-11-30T07:57:08.067094
ARC_466_514195_514196,16.8590,60.6923,1,466,2025-11-30T07:57:08.067094
ARC_471_513239_513239,20.0000,72.0000,1,471,2025-11-30T07:57:08.067094
ARC_948_516103_516103,11.1421,40.1116,1,948,2025-11-30T07:57:08.067094
ARC_289_514147_514147,3.4429,12.3944,1,289,2025-11-30T07:57:08.067094
ARC_524_516068_516068,16.9804,61.1293,1,524,2025-11-30T07:57:08.067094
ARC_975_513129_513129,7.1455,25.7238,1,975,2025-11-30T07:57:08.067094
ARC_662_502900_502950,15.3251,55.1703,1,662,2025-11-30T07:57:08.067094
ARC_918_515054_515054,10.1072,36.3859,1,918,2025-11-30T07:57:08.067094
ARC_783_514027_514027,7.0302,25.3088,1,783,2025-11-30T07:57:08.0686013
ARC_23_517134_517134,11.0000,39.6000,1,23,2025-11-30T07:57:08.0686013
ARC_948_518033_518033,9.3034,33.4923,1,948,2025-11-30T07:57:08.0686013
ARC_511_514098_514098,8.0940,29.1384,1,511,2025-11-30T07:57:08.0686013
ARC_618_514027_514027,7.7135,27.7686,1,618,2025-11-30T07:57:08.0686013
ARC_763_514074_514074,8.4107,30.2784,1,763,2025-11-30T07:57:08.0686013
ARC_448_514415_514415,12.0594,43.4140,1,448,2025-11-30T07:57:08.0686013
ARC_361_501000_501000,0.3663,1.3186,1,361,2025-11-30T07:57:08.0686013
ARC_7_519111_519111,18.0000,64.8000,1,7,2025-11-30T07:57:08.0686013
ARC_1026_502900_502900,12.0000,43.2000,1,1026,2025-11-30T07:57:08.0686013
ARC_746_514392_514392,25.0000,90.0000,1,746,2025-11-30T07:57:08.0686013
ARC_953_513118_513118,2.0000,7.2000,1,953,2025-11-30T07:57:08.0686013
ARC_863_513218_513218,11.5076,41.4274,1,863,2025-11-30T07:57:08.0686013
ARC_315_502101_502101,27.3058,98.3007,1,315,2025-11-30T07:57:08.0686013
ARC_866_514011_514011,31.9442,114.9992,1,866,2025-11-30T07:57:08.0686013
ARC_123_517200_517268,25.3419,91.2307,1,123,2025-11-30T07:57:08.0686013
ARC_1019_518083_518084,8.7383,31.4578,1,1019,2025-11-30T07:57:08.0686013
ARC_60_513106_513106,2.1665,7.7994,1,60,2025-11-30T07:57:08.0686013
ARC_165_514045_514046,6.3076,22.7073,1,165,2025-11-30T07:57:08.0691561
ARC_511_512004_512004,5.2088,18.7518,1,511,2025-11-30T07:57:08.0691561
ARC_520_518033_518033,24.0000,86.4000,1,520,2025-11-30T07:57:08.0691561
ARC_635_515149_515149,10.3386,37.2190,1,635,2025-11-30T07:57:08.0691561
ARC_796_518185_518185,7.8017,28.0861,1,796,2025-11-30T07:57:08.0691561
ARC_856_516009_516009,3.7070,13.3454,1,856,2025-11-30T07:57:08.0691561
ARC_628_515014_515014,11.3835,40.9805,1,628,2025-11-30T07:57:08.0691561
ARC_541_516217_516215,21.1241,76.0468,1,541,2025-11-30T07:57:08.0691561
ARC_869_514025_514025,33.0000,118.8000,1,869,2025-11-30T07:57:08.0691561
ARC_470_515008_515008,7.0835,25.5007,1,470,2025-11-30T07:57:08.0691561
ARC_3_519141_519141,6.0000,21.6000,1,3,2025-11-30T07:57:08.0691561
ARC_863_512214_512214,2.7349,9.8457,1,863,2025-11-30T07:57:08.0691561
ARC_162_502850_502850,29.0000,104.4000,1,162,2025-11-30T07:57:08.0691561
ARC_1087_514454_514454,2.9206,10.5140,1,1087,2025-11-30T07:57:08.0691561
ARC_1068_513252_513252,14.0000,50.4000,1,1068,2025-11-30T07:57:08.0691561
ARC_1162_514073_514073,9.7069,34.9448,1,1162,2025-11-30T07:57:08.0691561
ARC_9_519054_519054,30.4671,109.6816,1,9,2025-11-30T07:57:08.0691561
ARC_935_502351_500603,7.1398,25.7032,1,935,2025-11-30T07:57:08.0691561
ARC_726_514486_514486,9.8836,35.5811,1,726,2025-11-30T07:57:08.0691561
ARC_869_514025_514025,36.5869,131.7127,1,869,2025-11-30T07:57:08.0691561
ARC_326_513228_513228,28.0000,100.8000,1,326,2025-11-30T07:57:08.0691561
ARC_466_514055_514055,8.6799,31.2475,1,466,2025-11-30T07:57:08.0691561
ARC_1061_514246_514246,6.0105,21.6379,1,1061,2025-11-30T07:57:08.0691561
ARC_995_519080_519080,8.9450,32.2022,1,995,2025-11-30T07:57:08.0691561
ARC_1164_514068_514069,8.1828,29.4581,1,1164,2025-11-30T07:57:08.0691561
ARC_144_502800_502800,40.7856,146.8283,1,144,2025-11-30T07:57:08.0691561
ARC_720_512201_512201,34.3435,123.6367,1,720,2025-11-30T07:57:08.0691561
ARC_163_516094_516096,6.1847,22.2650,1,163,2025-11-30T07:57:08.0691561
ARC_917_512005_512005,39.6856,142.8680,1,917,2025-11-30T07:57:08.0691561
ARC_606_514304_514304,10.0277,36.0997,1,606,2025-11-30T07:57:08.0691561
ARC_863_513222_513222,39.0000,140.4000,1,863,2025-11-30T07:57:08.0691561
ARC_1164_514176_514176,46.1405,166.1059,1,1164,2025-11-30T07:57:08.0691561
ARC_861_514376_514278,9.8569,35.4848,1,861,2025-11-30T07:57:08.0691561
ARC_660_513084_513084,34.4704,124.0933,1,660,2025-11-30T07:57:08.0691561
ARC_412_512014_512014,13.4171,48.3017,1,412,2025-11-30T07:57:08.0691561
ARC_75_500850_500850,27.4826,98.9374,1,75,2025-11-30T07:57:08.0691561
ARC_660_513098_513098,9.9051,35.6584,1,660,2025-11-30T07:57:08.0691561
ARC_728_501350_501350,6.0000,21.6000,1,728,2025-11-30T07:57:08.0691561
ARC_1036_518071_518069,11.9146,42.8924,1,1036,2025-11-30T07:57:08.0691561
ARC_751_514388_514388,26.0462,93.7662,1,751,2025-11-30T07:57:08.0691561
ARC_764_516026_516026,5.7459,20.6854,1,764,2025-11-30T07:57:08.0691561
ARC_640_514076_514076,43.5985,156.9547,1,640,2025-11-30T07:57:08.0691561
ARC_938_519025_519025,6.1183,22.0259,1,938,2025-11-30T07:57:08.0691561
ARC_854_516119_516119,5.1867,18.6721,1,854,2025-11-30T07:57:08.0691561
ARC_699_514198_514198,6.1527,22.1496,1,699,2025-11-30T07:57:08.0691561
ARC_540_518162_518162,35.2233,126.8040,1,540,2025-11-30T07:57:08.0691561
ARC_804_516167_516167,23.9185,86.1065,1,804,2025-11-30T07:57:08.0691561
ARC_334_514021_514021,14.5451,52.3624,1,334,2025-11-30T07:57:08.0691561
ARC_771_517249_517249,6.1744,22.2277,1,771,2025-11-30T07:57:08.0691561
ARC_729_519266_519266,6.0296,21.7067,1,729,2025-11-30T07:57:08.0691561
ARC_448_518012_518012,8.1402,29.3048,1,448,2025-11-30T07:57:08.0691561
ARC_995_519289_519289,28.0000,100.8000,1,995,2025-11-30T07:57:08.0691561
ARC_425_515021_515021,19.0000,68.4000,1,425,2025-11-30T07:57:08.0691561
ARC_560_514055_514055,16.6600,59.9761,1,560,2025-11-30T07:57:08.0691561
ARC_974_513133_513133,9.3192,33.5491,1,974,2025-11-30T07:57:08.0691561
ARC_565_513211_513032,5.3322,19.1959,1,565,2025-11-30T07:57:08.0691561
ARC_560_514201_514534,14.3314,51.5931,1,560,2025-11-30T07:57:08.0691561
ARC_560_514054_514054,10.1260,36.4537,1,560,2025-11-30T07:57:08.0691561
ARC_974_514002_514002,6.0000,21.6000,1,974,2025-11-30T07:57:08.0691561
ARC_847_512005_512005,34.0000,122.4000,1,847,2025-11-30T07:57:08.0691561
ARC_614_517165_517165,4.4436,15.9968,1,614,2025-11-30T07:57:08.0691561
ARC_288_514428_514428,41.7197,150.1909,1,288,2025-11-30T07:57:08.0691561
ARC_332_510663_503004,0.1776,0.6393,1,332,2025-11-30T07:57:08.0691561
ARC_584_514279_514279,3.4008,12.2427,1,584,2025-11-30T07:57:08.0691561
ARC_999_501551_501551,24.0000,86.4000,1,999,2025-11-30T07:57:08.0691561
ARC_821_513193_513193,35.1206,126.4340,1,821,2025-11-30T07:57:08.0691561
ARC_870_516245_516245,7.8034,28.0923,1,870,2025-11-30T07:57:08.0691561
ARC_418_514232_514233,12.0470,43.3692,1,418,2025-11-30T07:57:08.0691561
ARC_470_515007_515007,10.4824,37.7368,1,470,2025-11-30T07:57:08.0691561
ARC_618_514025_514025,39.5271,142.2977,1,618,2025-11-30T07:57:08.0691561
ARC_861_514192_514192,13.6139,49.0100,1,861,2025-11-30T07:57:08.0691561
ARC_640_514047_514047,41.0000,147.6000,1,640,2025-11-30T07:57:08.0691561
ARC_100_516200_516200,27.0000,97.2000,1,100,2025-11-30T07:57:08.0691561
ARC_488_514157_514157,30.0000,108.0000,1,488,2025-11-30T07:57:08.0691561
ARC_3_514388_514388,14.0451,50.5625,1,3,2025-11-30T07:57:08.0691561
ARC_917_513269_513269,31.0000,111.6000,1,917,2025-11-30T07:57:08.0691561
ARC_532_511239_511239,6.8079,24.5085,1,532,2025-11-30T07:57:08.0691561
ARC_674_502600_514379,13.1668,47.4006,1,674,2025-11-30T07:57:08.0691561
ARC_271_514055_514055,17.6960,63.7054,1,271,2025-11-30T07:57:08.0691561
ARC_948_516092_516092,10.3206,37.1543,1,948,2025-11-30T07:57:08.0691561
ARC_40_515145_515145,16.6543,59.9555,1,40,2025-11-30T07:57:08.0691561
ARC_421_502651_502651,12.0000,43.2000,1,421,2025-11-30T07:57:08.0708375
ARC_854_511312_511312,9.2568,33.3243,1,854,2025-11-30T07:57:08.0708375
ARC_484_516149_516149,7.1038,25.5738,1,484,2025-11-30T07:57:08.0708375
ARC_424_514495_514495,4.8918,17.6104,1,424,2025-11-30T07:57:08.0708375
ARC_143_501450_501450,8.0000,28.8000,1,143,2025-11-30T07:57:08.0708375
ARC_703_512135_512135,11.4530,41.2309,1,703,2025-11-30T07:57:08.0708375
